
> backend@1.0.0 start
> node server.js

[dotenv@17.3.1] injecting env (6) from .env -- tip: ΓÜÖ∩╕Å  load multiple .env files with { path: ['.env.local', '.env'] }
Server running on 5000
2026-02-27T05:53:51.473Z - GET /api/clients
2026-02-27T05:53:51.675Z - GET /api/clients
2026-02-27T05:53:51.854Z - GET /api/clients
2026-02-27T05:53:52.025Z - GET /api/clients
2026-02-27T05:53:52.294Z - GET /api/clients
2026-02-27T05:53:52.494Z - GET /api/clients
2026-02-27T05:53:52.636Z - GET /api/clients
2026-02-27T05:53:52.707Z - GET /api/clients
2026-02-27T05:53:53.140Z - GET /api/clients
2026-02-27T05:53:53.234Z - GET /api/clients
2026-02-27T05:53:53.416Z - GET /api/clients
2026-02-27T05:53:53.521Z - GET /api/clients
2026-02-27T05:53:53.677Z - GET /api/clients
2026-02-27T05:53:53.895Z - GET /api/clients
2026-02-27T05:53:54.042Z - GET /api/clients
2026-02-27T05:53:54.150Z - GET /api/clients
2026-02-27T05:53:54.302Z - GET /api/clients
2026-02-27T05:53:54.491Z - GET /api/clients
2026-02-27T05:53:54.746Z - GET /api/clients
2026-02-27T05:53:54.951Z - GET /api/clients
2026-02-27T05:53:55.128Z - GET /api/clients
2026-02-27T05:53:55.365Z - GET /api/clients
2026-02-27T05:53:55.566Z - GET /api/clients
2026-02-27T05:53:55.772Z - GET /api/clients
2026-02-27T05:53:55.956Z - GET /api/clients
2026-02-27T05:53:56.181Z - GET /api/clients
2026-02-27T05:53:56.384Z - GET /api/clients
2026-02-27T05:53:56.492Z - GET /api/clients
2026-02-27T05:53:56.700Z - GET /api/clients
2026-02-27T05:53:56.895Z - GET /api/clients
2026-02-27T05:53:57.081Z - GET /api/clients
2026-02-27T05:53:57.308Z - GET /api/clients
2026-02-27T05:53:57.510Z - GET /api/clients
2026-02-27T05:53:57.716Z - GET /api/clients
2026-02-27T05:53:57.920Z - GET /api/clients
2026-02-27T05:53:58.124Z - GET /api/clients
2026-02-27T05:53:58.333Z - GET /api/clients
2026-02-27T05:53:58.537Z - GET /api/clients
2026-02-27T05:53:58.746Z - GET /api/clients
2026-02-27T05:53:58.949Z - GET /api/clients
2026-02-27T05:53:59.152Z - GET /api/clients
2026-02-27T05:53:59.354Z - GET /api/clients
2026-02-27T05:53:59.559Z - GET /api/clients
2026-02-27T05:53:59.773Z - GET /api/clients
2026-02-27T05:53:59.967Z - GET /api/clients
2026-02-27T05:54:00.146Z - GET /api/clients
2026-02-27T05:54:00.359Z - GET /api/clients
2026-02-27T05:54:00.564Z - GET /api/clients
2026-02-27T05:54:00.805Z - GET /api/clients
2026-02-27T05:54:00.991Z - GET /api/clients
2026-02-27T05:54:01.201Z - GET /api/clients
2026-02-27T05:54:01.403Z - GET /api/clients
2026-02-27T05:54:01.605Z - GET /api/clients
2026-02-27T05:54:01.754Z - GET /api/clients
2026-02-27T05:54:01.860Z - GET /api/clients
2026-02-27T05:54:02.016Z - GET /api/clients
2026-02-27T05:54:02.116Z - GET /api/clients
2026-02-27T05:54:02.381Z - GET /api/cases?
2026-02-27T05:54:02.956Z - GET /api/cases?
2026-02-27T05:54:03.465Z - GET /api/cases?
2026-02-27T05:54:03.973Z - GET /api/cases?
2026-02-27T05:54:04.441Z - GET /api/cases?
2026-02-27T05:54:04.783Z - GET /api/cases?
2026-02-27T05:54:05.300Z - GET /api/cases?
2026-02-27T05:54:05.800Z - GET /api/cases?
2026-02-27T05:54:06.301Z - GET /api/cases?
2026-02-27T05:54:06.798Z - GET /api/cases?
2026-02-27T05:54:07.460Z - GET /api/cases?status=Open
2026-02-27T05:54:08.063Z - GET /api/cases?status=Open
2026-02-27T05:54:08.582Z - GET /api/cases?status=Open
2026-02-27T05:54:09.100Z - GET /api/cases?status=Open
2026-02-27T05:54:09.382Z - GET /api/tasks
2026-02-27T05:54:09.596Z - GET /api/tasks
2026-02-27T05:54:09.804Z - GET /api/tasks
2026-02-27T05:54:10.003Z - GET /api/tasks
2026-02-27T05:54:10.169Z - GET /api/tasks
2026-02-27T05:54:10.393Z - GET /api/tasks
2026-02-27T05:54:10.626Z - GET /api/tasks
2026-02-27T05:54:10.826Z - GET /api/tasks
2026-02-27T05:54:11.032Z - GET /api/tasks
2026-02-27T05:54:11.231Z - GET /api/tasks
2026-02-27T05:54:11.328Z - GET /api/documents
2026-02-27T05:54:11.447Z - GET /api/tasks
2026-02-27T05:54:11.544Z - GET /api/documents
2026-02-27T05:54:11.708Z - GET /api/documents
2026-02-27T05:54:11.848Z - GET /api/documents
2026-02-27T05:54:12.057Z - GET /api/documents
2026-02-27T05:54:12.258Z - GET /api/documents
2026-02-27T05:54:12.470Z - GET /api/documents
2026-02-27T05:54:12.670Z - GET /api/documents
2026-02-27T05:54:12.879Z - GET /api/documents
2026-02-27T05:54:13.027Z - GET /api/documents
2026-02-27T05:54:13.242Z - GET /api/documents
2026-02-27T05:54:13.388Z - GET /api/documents
2026-02-27T05:54:13.588Z - GET /api/documents
2026-02-27T05:54:13.743Z - GET /api/documents
2026-02-27T05:54:13.961Z - GET /api/documents
2026-02-27T05:54:14.099Z - GET /api/documents
2026-02-27T05:54:14.293Z - GET /api/documents
2026-02-27T05:54:14.491Z - GET /api/documents
2026-02-27T05:54:14.716Z - GET /api/documents
2026-02-27T05:54:14.879Z - GET /api/cases?
2026-02-27T05:54:15.343Z - GET /api/cases?
2026-02-27T05:54:15.813Z - GET /api/cases?
2026-02-27T05:54:16.323Z - GET /api/cases?
2026-02-27T05:54:16.789Z - GET /api/cases?
2026-02-27T05:54:17.286Z - GET /api/cases?
2026-02-27T05:54:17.755Z - GET /api/cases?
2026-02-27T05:54:18.336Z - GET /api/cases?
2026-02-27T05:54:18.796Z - GET /api/cases?
2026-02-27T05:54:19.419Z - GET /api/cases?
2026-02-27T05:54:19.955Z - GET /api/cases?
2026-02-27T05:54:20.538Z - GET /api/cases?
2026-02-27T05:54:21.069Z - GET /api/cases?
2026-02-27T05:54:21.585Z - GET /api/cases?
2026-02-27T05:54:22.107Z - GET /api/cases?
2026-02-27T05:54:22.621Z - GET /api/cases?
2026-02-27T05:54:23.118Z - GET /api/cases?
2026-02-27T05:54:23.646Z - GET /api/cases?
2026-02-27T05:54:24.158Z - GET /api/cases?
2026-02-27T05:54:24.641Z - GET /api/cases?
2026-02-27T05:54:25.150Z - GET /api/cases?
2026-02-27T05:54:25.676Z - GET /api/cases?
2026-02-27T05:54:26.196Z - GET /api/cases?
2026-02-27T05:54:26.713Z - GET /api/cases?
2026-02-27T05:54:27.228Z - GET /api/cases?
2026-02-27T05:54:27.726Z - GET /api/cases?
2026-02-27T05:54:28.253Z - GET /api/cases?
2026-02-27T05:54:28.753Z - GET /api/cases?
2026-02-27T05:54:29.221Z - GET /api/cases?
2026-02-27T05:54:29.775Z - GET /api/cases?
2026-02-27T05:54:30.341Z - GET /api/cases?
2026-02-27T05:54:30.830Z - GET /api/cases?
2026-02-27T05:54:31.150Z - GET /api/cases?
2026-02-27T05:54:31.664Z - GET /api/cases?
2026-02-27T05:54:32.134Z - GET /api/cases?
2026-02-27T05:54:32.662Z - GET /api/cases?
2026-02-27T05:54:33.165Z - GET /api/cases?
2026-02-27T05:54:33.671Z - GET /api/cases?
2026-02-27T05:54:34.194Z - GET /api/cases?
2026-02-27T05:54:34.695Z - GET /api/cases?
2026-02-27T05:54:35.185Z - GET /api/cases?
2026-02-27T05:54:35.736Z - GET /api/cases?
2026-02-27T05:54:36.230Z - GET /api/cases?
2026-02-27T05:54:36.745Z - GET /api/cases?
2026-02-27T05:54:37.249Z - GET /api/cases?
2026-02-27T05:54:37.778Z - GET /api/cases?
2026-02-27T05:54:38.345Z - GET /api/cases?
2026-02-27T05:54:38.893Z - GET /api/cases?
2026-02-27T05:54:39.357Z - GET /api/cases?
2026-02-27T05:54:39.920Z - GET /api/cases?
2026-02-27T05:54:40.428Z - GET /api/cases?
2026-02-27T05:54:40.940Z - GET /api/cases?
2026-02-27T05:54:41.425Z - GET /api/cases?
2026-02-27T05:54:41.946Z - GET /api/cases?
2026-02-27T05:54:42.483Z - GET /api/cases?
2026-02-27T05:54:42.995Z - GET /api/cases?
2026-02-27T05:54:43.498Z - GET /api/cases?
2026-02-27T05:54:44.010Z - GET /api/cases?
2026-02-27T05:54:44.460Z - GET /api/cases?
2026-02-27T05:54:44.922Z - GET /api/cases?
2026-02-27T05:54:45.402Z - GET /api/cases?
2026-02-27T05:54:45.827Z - GET /api/cases?
2026-02-27T05:54:46.376Z - GET /api/cases?
2026-02-27T05:54:46.891Z - GET /api/cases?
2026-02-27T05:54:47.219Z - GET /api/cases?
2026-02-27T05:54:47.808Z - GET /api/cases?
2026-02-27T05:54:48.128Z - GET /api/cases?
2026-02-27T05:54:48.442Z - GET /api/cases?
2026-02-27T05:54:49.084Z - GET /api/cases?
2026-02-27T05:54:49.722Z - GET /api/cases?
2026-02-27T05:54:50.159Z - GET /api/cases?
2026-02-27T05:54:50.476Z - GET /api/cases?
2026-02-27T05:54:50.815Z - GET /api/cases?
2026-02-27T05:54:51.452Z - GET /api/cases?
2026-02-27T05:54:51.789Z - GET /api/cases?
2026-02-27T05:54:52.399Z - GET /api/cases?
2026-02-27T05:54:52.919Z - GET /api/cases?
2026-02-27T05:54:53.455Z - GET /api/cases?
2026-02-27T05:54:54.041Z - GET /api/cases?
2026-02-27T05:54:54.544Z - GET /api/cases?
2026-02-27T05:54:55.029Z - GET /api/cases?
2026-02-27T05:54:55.590Z - GET /api/cases?
2026-02-27T05:54:56.040Z - GET /api/cases?
2026-02-27T05:54:56.604Z - GET /api/cases?
2026-02-27T05:54:57.117Z - GET /api/cases?
2026-02-27T05:54:57.660Z - GET /api/cases?
2026-02-27T05:54:58.248Z - GET /api/cases?
2026-02-27T05:54:58.764Z - GET /api/cases?
2026-02-27T05:54:59.272Z - GET /api/cases?
2026-02-27T05:54:59.785Z - GET /api/cases?
2026-02-27T05:55:00.390Z - GET /api/cases?
2026-02-27T05:55:00.911Z - GET /api/cases?
2026-02-27T05:55:01.374Z - GET /api/cases?
2026-02-27T05:55:01.937Z - GET /api/cases?
2026-02-27T05:55:02.442Z - GET /api/cases?
2026-02-27T05:55:02.968Z - GET /api/cases?
2026-02-27T05:55:03.468Z - GET /api/cases?
2026-02-27T05:55:03.887Z - GET /api/cases?
2026-02-27T05:55:04.399Z - GET /api/cases?
2026-02-27T05:55:04.900Z - GET /api/cases?
2026-02-27T05:55:05.418Z - GET /api/cases?
2026-02-27T05:55:05.914Z - GET /api/cases?
2026-02-27T05:55:06.426Z - GET /api/cases?
2026-02-27T05:55:06.949Z - GET /api/cases?
2026-02-27T05:55:07.459Z - GET /api/cases?
2026-02-27T05:55:08.070Z - GET /api/cases?
2026-02-27T05:55:08.581Z - GET /api/cases?
2026-02-27T05:55:08.671Z - GET /api/tasks
2026-02-27T05:55:08.841Z - GET /api/tasks
2026-02-27T05:55:09.089Z - GET /api/tasks
2026-02-27T05:55:09.298Z - GET /api/tasks
2026-02-27T05:55:09.505Z - GET /api/tasks
2026-02-27T05:55:09.706Z - GET /api/tasks
2026-02-27T05:55:09.910Z - GET /api/tasks
2026-02-27T05:55:10.114Z - GET /api/tasks
2026-02-27T05:55:10.322Z - GET /api/tasks
2026-02-27T05:55:10.479Z - GET /api/tasks
2026-02-27T05:55:10.729Z - GET /api/tasks
2026-02-27T05:55:10.934Z - GET /api/tasks
2026-02-27T05:55:10.969Z - GET /api/documents
2026-02-27T05:55:11.044Z - GET /api/tasks
2026-02-27T05:55:11.069Z - GET /api/documents
2026-02-27T05:55:11.213Z - GET /api/documents
2026-02-27T05:55:11.345Z - GET /api/documents
2026-02-27T05:55:11.482Z - GET /api/documents
2026-02-27T05:55:11.709Z - GET /api/documents
2026-02-27T05:55:11.959Z - GET /api/documents
2026-02-27T05:55:12.163Z - GET /api/documents
2026-02-27T05:55:12.378Z - GET /api/documents
2026-02-27T05:55:12.539Z - GET /api/documents
2026-02-27T05:55:12.672Z - GET /api/documents
2026-02-27T05:55:12.866Z - GET /api/documents
2026-02-27T05:55:13.086Z - GET /api/documents
2026-02-27T05:55:13.501Z - GET /api/documents
2026-02-27T05:55:13.857Z - GET /api/documents
2026-02-27T05:55:14.178Z - GET /api/documents
2026-02-27T05:55:14.485Z - GET /api/documents
2026-02-27T05:55:14.780Z - GET /api/documents
2026-02-27T05:55:15.430Z - GET /api/documents
2026-02-27T05:55:15.764Z - GET /api/documents
2026-02-27T05:55:16.279Z - GET /api/documents
2026-02-27T05:55:16.783Z - GET /api/documents
2026-02-27T05:55:17.179Z - GET /api/documents
2026-02-27T05:55:17.595Z - GET /api/documents
2026-02-27T05:55:17.951Z - GET /api/documents
2026-02-27T05:55:18.297Z - GET /api/documents
2026-02-27T05:55:18.581Z - GET /api/documents
2026-02-27T05:55:18.863Z - GET /api/documents
2026-02-27T05:55:19.111Z - GET /api/documents
2026-02-27T05:55:19.412Z - GET /api/documents
2026-02-27T05:55:19.690Z - GET /api/documents
2026-02-27T05:55:19.832Z - GET /api/cases?
2026-02-27T05:55:20.363Z - GET /api/cases?
2026-02-27T05:55:20.878Z - GET /api/cases?
2026-02-27T05:55:21.392Z - GET /api/cases?
2026-02-27T05:55:21.734Z - GET /api/cases?
2026-02-27T05:55:22.324Z - GET /api/cases?
2026-02-27T05:55:22.747Z - GET /api/cases?
2026-02-27T05:55:23.158Z - GET /api/cases?
2026-02-27T05:55:23.510Z - GET /api/cases?
2026-02-27T05:55:24.038Z - GET /api/cases?
2026-02-27T05:55:24.471Z - GET /api/cases?
2026-02-27T05:55:24.821Z - GET /api/cases?
2026-02-27T05:55:25.141Z - GET /api/cases?
2026-02-27T05:55:25.708Z - GET /api/cases?
2026-02-27T05:55:26.304Z - GET /api/cases?
2026-02-27T05:55:26.615Z - GET /api/cases?
2026-02-27T05:55:26.949Z - GET /api/cases?
2026-02-27T05:55:27.265Z - GET /api/cases?
2026-02-27T05:55:27.677Z - GET /api/cases?
2026-02-27T05:55:28.242Z - GET /api/cases?
2026-02-27T05:55:28.646Z - GET /api/cases?
2026-02-27T05:55:29.163Z - GET /api/cases?
2026-02-27T05:55:29.691Z - GET /api/cases?
2026-02-27T05:55:30.188Z - GET /api/cases?
2026-02-27T05:55:30.717Z - GET /api/cases?
2026-02-27T05:55:31.233Z - GET /api/cases?
2026-02-27T05:55:31.722Z - GET /api/cases?
2026-02-27T05:55:32.233Z - GET /api/cases?
2026-02-27T05:55:32.749Z - GET /api/cases?
2026-02-27T05:55:33.699Z - GET /api/cases?
2026-02-27T05:55:34.463Z - GET /api/cases?
2026-02-27T05:55:35.486Z - GET /api/cases?
2026-02-27T05:55:36.457Z - GET /api/cases?
2026-02-27T05:55:37.561Z - GET /api/cases?
2026-02-27T05:55:38.459Z - GET /api/cases?
2026-02-27T05:55:39.466Z - GET /api/cases?
2026-02-27T05:55:40.457Z - GET /api/cases?
2026-02-27T05:55:41.459Z - GET /api/cases?
2026-02-27T05:55:42.467Z - GET /api/cases?
2026-02-27T05:55:43.462Z - GET /api/cases?
2026-02-27T05:55:44.472Z - GET /api/cases?
2026-02-27T05:55:45.463Z - GET /api/cases?
2026-02-27T05:55:46.461Z - GET /api/cases?
2026-02-27T05:55:47.460Z - GET /api/cases?
2026-02-27T05:55:48.470Z - GET /api/cases?
2026-02-27T05:55:49.505Z - GET /api/cases?
2026-02-27T05:55:50.464Z - GET /api/cases?
2026-02-27T05:55:51.459Z - GET /api/cases?
2026-02-27T05:55:52.458Z - GET /api/cases?
2026-02-27T05:55:53.471Z - GET /api/cases?
2026-02-27T05:55:54.471Z - GET /api/cases?
2026-02-27T05:55:55.489Z - GET /api/cases?
2026-02-27T05:55:56.465Z - GET /api/cases?
2026-02-27T05:55:57.464Z - GET /api/cases?
2026-02-27T05:55:58.458Z - GET /api/cases?
2026-02-27T05:55:59.471Z - GET /api/cases?
2026-02-27T05:56:00.464Z - GET /api/cases?
2026-02-27T05:56:01.461Z - GET /api/cases?
2026-02-27T05:56:02.469Z - GET /api/cases?
2026-02-27T05:56:03.466Z - GET /api/cases?
2026-02-27T05:56:04.466Z - GET /api/cases?
2026-02-27T05:56:05.466Z - GET /api/cases?
2026-02-27T05:56:06.623Z - GET /api/cases?
2026-02-27T05:56:07.470Z - GET /api/cases?
2026-02-27T05:56:08.467Z - GET /api/cases?
2026-02-27T05:56:09.461Z - GET /api/cases?
2026-02-27T05:56:10.504Z - GET /api/cases?
2026-02-27T05:56:11.470Z - GET /api/cases?
2026-02-27T05:56:12.467Z - GET /api/cases?
2026-02-27T05:56:13.460Z - GET /api/cases?
2026-02-27T05:56:14.470Z - GET /api/cases?
2026-02-27T05:56:15.476Z - GET /api/cases?
2026-02-27T05:56:16.475Z - GET /api/cases?
2026-02-27T05:56:17.461Z - GET /api/cases?
2026-02-27T05:56:18.468Z - GET /api/cases?
2026-02-27T05:56:19.467Z - GET /api/cases?
2026-02-27T05:56:20.470Z - GET /api/cases?
2026-02-27T05:56:21.471Z - GET /api/cases?
2026-02-27T05:56:22.469Z - GET /api/cases?
2026-02-27T05:56:23.472Z - GET /api/cases?
2026-02-27T05:56:24.469Z - GET /api/cases?
2026-02-27T05:56:25.464Z - GET /api/cases?
2026-02-27T05:56:26.461Z - GET /api/cases?
2026-02-27T05:56:27.461Z - GET /api/cases?
2026-02-27T05:56:28.473Z - GET /api/cases?
2026-02-27T05:56:29.463Z - GET /api/cases?
2026-02-27T05:56:30.472Z - GET /api/cases?
2026-02-27T05:56:31.469Z - GET /api/cases?
2026-02-27T05:56:32.460Z - GET /api/cases?
2026-02-27T05:56:33.469Z - GET /api/cases?
2026-02-27T05:56:34.468Z - GET /api/cases?
2026-02-27T05:56:35.472Z - GET /api/cases?
2026-02-27T05:56:36.457Z - GET /api/cases?
2026-02-27T05:56:37.481Z - GET /api/cases?
2026-02-27T05:56:38.467Z - GET /api/cases?
2026-02-27T05:56:39.462Z - GET /api/cases?
2026-02-27T05:56:40.458Z - GET /api/cases?
2026-02-27T05:56:41.471Z - GET /api/cases?
2026-02-27T05:56:42.462Z - GET /api/cases?
2026-02-27T05:56:43.471Z - GET /api/cases?
2026-02-27T05:56:44.471Z - GET /api/cases?
2026-02-27T05:56:45.488Z - GET /api/cases?
2026-02-27T05:56:46.465Z - GET /api/cases?
2026-02-27T05:56:47.518Z - GET /api/cases?
2026-02-27T05:56:48.456Z - GET /api/cases?
2026-02-27T05:56:49.460Z - GET /api/cases?
2026-02-27T05:56:50.469Z - GET /api/cases?
2026-02-27T05:56:51.465Z - GET /api/cases?
2026-02-27T05:56:52.466Z - GET /api/cases?
2026-02-27T05:56:53.459Z - GET /api/cases?
2026-02-27T05:56:54.473Z - GET /api/cases?
2026-02-27T05:56:55.461Z - GET /api/cases?
2026-02-27T05:56:56.458Z - GET /api/cases?
2026-02-27T05:56:57.471Z - GET /api/cases?
2026-02-27T05:56:58.466Z - GET /api/cases?
2026-02-27T05:56:59.463Z - GET /api/cases?
2026-02-27T05:57:00.462Z - GET /api/cases?
2026-02-27T05:57:01.474Z - GET /api/cases?
2026-02-27T05:57:02.469Z - GET /api/cases?
2026-02-27T05:57:03.471Z - GET /api/cases?
2026-02-27T05:57:04.464Z - GET /api/cases?
2026-02-27T05:57:05.461Z - GET /api/cases?
2026-02-27T05:57:06.473Z - GET /api/cases?
2026-02-27T05:57:07.467Z - GET /api/cases?
2026-02-27T05:57:08.460Z - GET /api/cases?
2026-02-27T05:57:09.470Z - GET /api/cases?
2026-02-27T05:57:10.460Z - GET /api/cases?
2026-02-27T05:57:11.472Z - GET /api/cases?
2026-02-27T05:57:12.469Z - GET /api/cases?
2026-02-27T05:57:13.463Z - GET /api/cases?
2026-02-27T05:57:14.465Z - GET /api/cases?
2026-02-27T05:57:15.463Z - GET /api/cases?
2026-02-27T05:57:16.462Z - GET /api/cases?
2026-02-27T05:57:17.464Z - GET /api/cases?
2026-02-27T05:57:18.457Z - GET /api/cases?
2026-02-27T05:57:19.469Z - GET /api/cases?
2026-02-27T05:57:20.468Z - GET /api/cases?
2026-02-27T05:57:21.467Z - GET /api/cases?
2026-02-27T05:57:22.462Z - GET /api/cases?
2026-02-27T05:57:23.472Z - GET /api/cases?
2026-02-27T05:57:24.463Z - GET /api/cases?
2026-02-27T05:57:25.459Z - GET /api/cases?
2026-02-27T05:57:26.469Z - GET /api/cases?
2026-02-27T05:57:27.463Z - GET /api/cases?
2026-02-27T05:57:28.475Z - GET /api/cases?
2026-02-27T05:57:29.468Z - GET /api/cases?
2026-02-27T05:57:30.462Z - GET /api/cases?
2026-02-27T05:57:31.458Z - GET /api/cases?
2026-02-27T05:57:32.471Z - GET /api/cases?
2026-02-27T05:57:33.464Z - GET /api/cases?
2026-02-27T05:57:34.472Z - GET /api/cases?
2026-02-27T05:57:35.461Z - GET /api/cases?
2026-02-27T05:57:36.480Z - GET /api/cases?
2026-02-27T05:57:37.463Z - GET /api/cases?
2026-02-27T05:57:38.472Z - GET /api/cases?
2026-02-27T05:57:39.466Z - GET /api/cases?
2026-02-27T05:57:40.460Z - GET /api/cases?
2026-02-27T05:57:41.470Z - GET /api/cases?
2026-02-27T05:57:42.466Z - GET /api/cases?
2026-02-27T05:57:43.462Z - GET /api/cases?
2026-02-27T05:57:44.463Z - GET /api/cases?
2026-02-27T05:57:45.480Z - GET /api/cases?
2026-02-27T05:57:46.468Z - GET /api/cases?
2026-02-27T05:57:47.468Z - GET /api/cases?
2026-02-27T05:57:48.463Z - GET /api/cases?
2026-02-27T05:57:49.474Z - GET /api/cases?
2026-02-27T05:57:50.460Z - GET /api/cases?
2026-02-27T05:57:51.458Z - GET /api/cases?
2026-02-27T05:57:52.470Z - GET /api/cases?
2026-02-27T05:57:53.470Z - GET /api/cases?
2026-02-27T05:57:54.468Z - GET /api/cases?
2026-02-27T05:57:55.470Z - GET /api/cases?
2026-02-27T05:57:56.469Z - GET /api/cases?
2026-02-27T05:57:57.459Z - GET /api/cases?
2026-02-27T05:57:58.472Z - GET /api/cases?
2026-02-27T05:57:59.472Z - GET /api/cases?
2026-02-27T05:58:00.469Z - GET /api/cases?
2026-02-27T05:58:01.465Z - GET /api/cases?
2026-02-27T05:58:02.461Z - GET /api/cases?
2026-02-27T05:58:03.457Z - GET /api/cases?
2026-02-27T05:58:04.463Z - GET /api/cases?
2026-02-27T05:58:05.465Z - GET /api/cases?
2026-02-27T05:58:06.473Z - GET /api/cases?
2026-02-27T05:58:07.469Z - GET /api/cases?
2026-02-27T05:58:08.461Z - GET /api/cases?
